Respondent,Linux,Windows,Docker,Github,Slack,Jira,Overtime,EdLevel,JobSeek,DevOps,EdImpt,OpSys,OnboardGood,DevOpsImpt,OrgSize,UndergradMajor,PurchaseWhat,Learn,ConvertedComp,WorkWeekHrs,YearsCode
52713,1,0,1,1,0,0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,5.0,8.0,3.0,3.0,0.0,0.5128803134212078,-0.6989627561800887,-0.08971388514219104
24029,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,9.0,2.0,1.0,3.0,-0.2349215475085742,-0.11091421545396787,-0.2846099026694065
51696,1,0,1,1,1,1,4.0,5.0,1.0,2.0,4.0,1.0,2.0,0.0,5.0,8.0,0.0,2.0,0.31330157539380726,0.18311005490909255,2.931174386529649
53033,1,0,1,1,1,1,4.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,2.0,0.07298810144169779,-0.11091421545396787,-0.7718499464874452
18648,0,1,0,0,1,1,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,-0.2874821094864664,0.18311005490909255,-1.3565379990690918
7193,1,0,1,0,1,0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,7.0,1.0,0.0,0.2932754525644648,0.18311005490909255,-0.479505920196622
17596,1,1,1,1,0,0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,9.0,2.0,2.0,2.0,-0.21667374438647732,-0.11091421545396787,1.6643502726027484
30902,0,0,0,1,0,0,4.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,3.0,3.0,1.0,2.0,-0.2767705369075077,-0.11091421545396787,0.0077341236214167
4705,1,0,1,1,1,1,4.0,8.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,12.0,2.0,0.0,0.07298810144169779,-0.3461336317444162,1.9566942988935716
20586,1,1,1,1,0,0,4.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,4.0,2.0,3.0,2.0,-0.18813491726483803,1.6532314067243947,0.8847662024938864
4474,0,1,0,1,1,1,4.0,3.0,0.0,2.0,3.0,3.0,0.0,0.0,7.0,1.0,2.0,3.0,-0.16732537251041166,-0.11091421545396787,-1.1616419815418761
60197,0,0,0,0,1,0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,12.0,1.0,2.0,-0.3075082323158088,-0.11091421545396787,-1.259089990305484
58067,1,1,1,1,1,0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,-0.3453335731158709,-0.6989627561800887,0.3975261586758477
25927,1,0,0,1,0,1,1.0,8.0,2.0,1.0,3.0,2.0,1.0,1.0,6.0,12.0,1.0,2.0,-0.19658754318864685,-0.11091421545396787,0.3975261586758477
33959,1,1,0,1,1,1,4.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,-0.39940410475509547,-0.11091421545396787,0.3000781499122399
15853,0,1,0,1,0,0,4.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,0.4574896597650729,0.006695492691256291,-0.1871618939057988
52434,0,0,1,1,1,0,2.0,1.0,2.0,0.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,-0.3059902522053447,-0.28732877767180415,-0.1871618939057988
65602,0,0,0,0,0,0,5.0,5.0,3.0,3.0,1.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,0.07298810144169779,0.5241782085302424,0.0077341236214167
55528,0,1,0,1,0,0,5.0,1.0,2.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,0.0,-0.26873445433854914,-0.3461336317444162,0.0077341236214167
56198,0,0,1,1,1,1,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,3.0,0.0,0.0,-0.2616404005874829,-0.11091421545396787,0.3000781499122399
50652,0,0,0,1,1,1,2.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,8.0,2.0,2.0,0.43536880448778126,0.006695492691256291,-0.08971388514219104
24789,1,0,0,1,0,0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,-0.36350127174665037,-0.11091421545396787,0.9822142112574941
30946,0,1,1,0,0,1,2.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,0.0,-0.40805538981737144,-0.11091421545396787,-0.869297955251053
24142,1,0,1,1,0,1,2.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.3696318547330949,0.18311005490909255,-0.2846099026694065
50959,0,0,0,1,0,0,4.0,2.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,12.0,1.0,2.0,-0.4515521286027032,-1.1694015887609854,-1.259089990305484
20122,0,0,0,0,0,1,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,3.5174812280885996,-1.9338646917049425,-0.9667459640146607
9438,1,1,1,1,0,1,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,-0.30136822305633243,-0.11091421545396787,-0.869297955251053
52704,1,0,1,1,1,0,4.0,5.0,2.0,0.0,2.0,2.0,2.0,0.0,5.0,10.0,0.0,0.0,-0.06958988265408875,-0.028587419752311043,0.7873181937302787
11227,0,1,0,1,0,1,2.0,8.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,12.0,1.0,3.0,-0.4121407188745573,0.18311005490909255,1.4694542550755327
28480,1,1,0,0,0,0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,6.0,2.0,2.0,-0.24691318985878444,-0.28732877767180415,-0.479505920196622
22226,1,0,1,0,1,1,4.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,-0.076434811437158,0.18311005490909255,0.9822142112574941
10294,0,1,1,1,0,1,4.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,5.0,2.0,1.0,0.0,-0.37590545222714505,-0.11091421545396787,-0.1871618939057988
25708,1,1,1,1,1,1,2.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,3.0,0.0,-0.39161794819904716,0.3595246171269288,1.4694542550755327
56500,0,1,0,1,0,0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,6.0,1.0,3.0,-0.3427822450674126,-0.28732877767180415,2.638830360238826
27165,1,0,0,1,0,0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,5.0,3.0,7.0,2.0,2.0,-0.076434811437158,-0.11091421545396787,0.0077341236214167
58043,0,1,0,1,0,1,0.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,-0.256946277396285,-0.6989627561800887,1.4694542550755327
393,0,0,0,1,0,1,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,0.0,-0.29739023401751186,0.19487102572361512,-0.869297955251053
12889,0,1,0,0,0,0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,-0.15378450929812346,-0.2050019819701473,2.638830360238826
39820,0,0,0,1,0,0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,0.0,-0.21462867672314487,-0.11091421545396787,0.9822142112574941
2232,1,0,0,1,1,1,2.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,0.0,0.11397997278353547,0.6417879166754666,2.541382351475218
25187,0,0,0,1,1,1,4.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.1545326852470277,-1.8750598376323304,0.9822142112574941
49697,1,1,1,0,0,1,4.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,0.0,3.0,2.0,2.0,-0.02714251270501448,-0.11091421545396787,0.9822142112574941
33150,0,0,0,1,1,1,4.0,5.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,-0.35060524968946694,0.477134325272153,0.0077341236214167
51782,0,0,0,0,0,0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,6.0,2.0,2.0,-0.2668319726697616,-0.4049384858170283,-0.38205791143301426
51086,1,0,1,1,1,0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,-0.03733180400058392,-0.11091421545396787,0.3000781499122399
8134,0,1,0,1,1,1,2.0,9.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,-0.44300898460370575,0.006695492691256291,-1.3565379990690918
1293,1,1,0,1,1,0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,0.0,2.0,1.0,3.0,-0.405480030421518,-0.11091421545396787,0.49497416743945544
3861,1,0,0,0,1,1,3.0,5.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,0.5536150493459167,0.477134325272153,0.6898701849666709
16802,0,1,0,1,0,0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,10.0,1.0,2.0,-0.06719475836369938,-0.5813530480348645,-0.9667459640146607
4751,1,0,1,1,1,1,4.0,5.0,1.0,0.0,4.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,0.2932754525644648,0.18311005490909255,2.0541423076571794
27089,0,0,0,1,1,0,0.0,8.0,1.0,1.0,2.0,1.0,2.0,0.0,5.0,12.0,3.0,2.0,-0.4044987504028802,-1.58103556726927,-0.6744019377238375
16201,1,0,1,1,1,1,1.0,4.0,1.0,2.0,5.0,2.0,0.0,4.0,2.0,12.0,2.0,2.0,0.1130403471003827,-0.11091421545396787,0.0077341236214167
32424,0,1,0,1,0,1,4.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,-0.15931492337867467,-0.11091421545396787,-0.1871618939057988
28498,0,0,0,1,1,0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,5.0,6.0,0.0,0.0,-0.30638676943736565,-1.9926695457775545,-1.0641939727782685
51365,0,0,0,0,0,0,3.0,3.0,1.0,0.0,3.0,4.0,2.0,0.0,3.0,4.0,3.0,4.0,0.01770879302849404,-0.11091421545396787,0.49497416743945544
8511,0,1,0,1,1,1,4.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0,-0.42084006663162365,-0.11091421545396787,-0.869297955251053
11720,0,1,0,1,0,1,3.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,6.0,2.0,3.0,-0.18467200010518808,-0.11091421545396787,0.10518213238502444
9588,1,0,1,1,1,0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,2.0,-0.32514724130389366,-0.11091421545396787,0.20263014114863218
11523,1,0,1,1,1,1,3.0,3.0,2.0,2.0,0.0,2.0,2.0,4.0,3.0,2.0,2.0,0.0,-0.11973128899419638,-0.11091421545396787,0.49497416743945544
54253,1,0,1,1,1,1,4.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,3.0,-0.39579940264581387,0.18311005490909255,-0.5769539289602298
31475,1,1,0,1,1,1,4.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,-0.27852802944701077,-0.16971906952657997,-0.5769539289602298
6950,1,1,0,1,0,1,4.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,-0.23072247007371766,-0.11091421545396787,-0.479505920196622
58061,0,0,0,1,0,0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,-0.3246666143559895,0.18311005490909255,-0.7718499464874452
51108,0,0,0,1,1,1,0.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,5.0,2.0,1.0,3.0,-0.13027704527612813,-0.5813530480348645,0.20263014114863218
53206,0,1,0,1,0,1,2.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,2.109997252947622,0.477134325272153,0.3000781499122399
28969,1,1,0,0,0,0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,7.0,2.0,1.0,2.0,-0.468950824116836,-0.9929870265431492,-0.6744019377238375
50708,0,0,0,1,0,0,2.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,4.0,2.0,0.0,3.0,-0.2861788094127328,0.477134325272153,-0.1871618939057988
64435,0,1,1,0,0,0,4.0,8.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,12.0,3.0,2.0,1.2236090147243976,1.6532314067243947,-0.08971388514219104
55617,1,1,1,1,1,1,1.0,3.0,1.0,2.0,0.0,1.0,3.0,5.0,5.0,7.0,2.0,0.0,-0.20451308155958745,0.18311005490909255,-0.479505920196622
32843,1,0,1,1,1,0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,4.0,-0.2063202388837073,-0.11091421545396787,-0.2846099026694065
8462,0,1,0,1,1,1,4.0,3.0,0.0,2.0,4.0,3.0,1.0,0.0,9.0,3.0,1.0,4.0,-0.33766036389258,-0.4049384858170283,-1.1616419815418761
16991,1,1,1,1,1,1,2.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,6.0,2.0,2.0,2.0,0.15309259275906761,0.477134325272153,-0.2846099026694065
33433,1,0,1,1,1,0,2.0,3.0,2.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,-0.3666253469080278,-1.9926695457775545,-0.869297955251053
13364,0,1,0,0,1,1,4.0,1.0,2.0,1.0,4.0,3.0,0.0,1.0,7.0,2.0,1.0,0.0,-0.33415098612796607,-0.01682644893778846,-0.08971388514219104
10886,1,1,0,1,1,1,4.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,0.0,2.0,2.0,2.0,-0.24742986382778148,-0.11091421545396787,-0.7718499464874452
37286,1,1,1,1,1,1,4.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,-0.4793283609670012,0.477134325272153,-0.869297955251053
22856,0,1,1,1,0,1,1.0,5.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,-0.24738180113299105,0.04197840513482363,-0.2846099026694065
62692,0,1,0,1,1,0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,-0.3638977889786713,-0.005065478123266294,-1.1616419815418761
17826,0,1,0,0,0,0,4.0,9.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,7.0,3.0,4.0,-0.4700562660970157,0.3595246171269288,-0.5769539289602298
687,1,0,0,1,1,0,4.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,2.0,-0.24742986382778148,-0.11091421545396787,-0.869297955251053
42142,0,1,0,0,0,0,4.0,1.0,1.0,0.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.2768120147226554,-0.651918872921999,-0.479505920196622
59081,0,0,0,0,0,1,2.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,2.0,3.0,0.0,0.2331970840764374,0.477134325272153,1.4694542550755327
31942,1,1,0,1,1,0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,2.0,1.0,0.0,-0.400028919787371,-1.9338646917049425,0.0077341236214167
49442,0,1,1,1,1,1,2.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,2.0,0.0,2.0,7.5227057939570905,0.477134325272153,1.4694542550755327
57954,1,0,1,1,0,0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.2932754525644648,0.477134325272153,-0.38205791143301426
18458,1,0,1,1,0,1,1.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,6.0,2.0,2.0,2.0,-0.39579940264581387,-0.11091421545396787,-0.479505920196622
2948,0,1,0,1,0,0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,-0.2755705716275735,-0.11091421545396787,-0.9667459640146607
11648,0,0,0,0,0,0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,4.0,5.0,2.0,0.0,3.0,-0.40115038266581415,-0.11091421545396787,-0.2846099026694065
47329,1,1,0,0,0,0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,-0.23923917959058041,1.0651828659982738,1.761798281366356
40488,1,1,0,1,1,0,2.0,3.0,2.0,0.0,1.0,3.0,1.0,4.0,5.0,2.0,1.0,0.0,-0.2349215475085742,-0.11091421545396787,-0.2846099026694065
46993,1,1,1,0,1,1,2.0,3.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,-0.15146147904991972,1.0651828659982738,0.5924221762030631
61725,1,0,1,1,1,1,2.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,5.0,3.0,1.0,2.0,0.032935855783012884,0.18311005490909255,-0.2846099026694065
12021,0,1,0,0,0,1,2.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,5.0,3.0,1.0,1.0,-0.38753261914186127,-0.28732877767180415,-0.7718499464874452
22478,0,0,0,1,0,0,4.0,3.0,0.0,0.0,4.0,3.0,2.0,0.0,4.0,1.0,2.0,0.0,-0.4773617957051598,-0.11091421545396787,-0.9667459640146607
40815,0,0,0,0,0,0,5.0,9.0,3.0,3.0,2.0,4.0,3.0,5.0,8.0,2.0,3.0,4.0,0.8111269575838654,-0.06387033219587838,-0.2846099026694065
18623,1,0,1,1,1,0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,12.0,1.0,0.0,-0.4643848681117459,-1.9338646917049425,-1.0641939727782685
45967,1,0,0,1,1,0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,5.0,2.0,2.0,2.0,-0.45419157159161055,-0.4049384858170283,-0.7718499464874452
3557,1,0,0,1,0,0,3.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,0.2331970840764374,0.3595246171269288,1.9566942988935716
29809,0,0,0,0,0,1,1.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,-0.039158186402619956,-0.11091421545396787,-0.5769539289602298
4758,1,0,0,1,1,0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,7.0,1.0,2.0,-0.1993671690373596,-0.11091421545396787,0.10518213238502444
3948,1,1,1,1,0,0,2.0,8.0,2.0,2.0,2.0,3.0,2.0,0.0,7.0,12.0,2.0,2.0,7.5227057939570905,-0.11091421545396787,-0.869297955251053
52527,1,0,0,0,0,0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,-0.22514319225346288,0.18311005490909255,-0.9667459640146607
7703,0,0,0,0,1,1,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,-0.39161794819904716,-0.28732877767180415,-0.6744019377238375
27096,1,0,0,1,0,0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,-0.39940410475509547,-0.16971906952657997,0.10518213238502444
39722,0,0,0,0,0,0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,4.0,3.0,7.0,2.0,2.0,-0.39940410475509547,-0.11091421545396787,-1.0641939727782685
57175,0,1,0,1,1,0,5.0,1.0,0.0,3.0,0.0,3.0,3.0,5.0,8.0,2.0,3.0,2.0,0.06229495289574214,-0.028587419752311043,2.931174386529649
27195,1,0,1,1,0,1,1.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,-0.2067768344842163,-0.22852392359919205,1.4694542550755327
48614,1,0,0,0,0,0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,5.0,3.0,0.0,0.0,0.038729012595085044,2.2412799474505154,0.3975261586758477
21950,1,1,0,1,0,0,0.0,3.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,-0.43838295023012763,-0.11091421545396787,-0.869297955251053
42125,1,1,1,1,0,1,4.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,2.0,0.0,-0.4625785118325392,-1.9926695457775545,-0.479505920196622
55837,0,0,0,0,0,0,5.0,1.0,3.0,3.0,1.0,4.0,3.0,5.0,1.0,2.0,3.0,4.0,-0.06958988265408875,-0.028587419752311043,0.7873181937302787
6384,1,1,1,1,1,1,0.0,3.0,0.0,2.0,4.0,2.0,0.0,4.0,3.0,2.0,2.0,0.0,3.408891579658773,-0.5813530480348645,0.20263014114863218
6304,0,1,1,1,1,0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,-0.3071197255329196,-0.22852392359919205,-0.9667459640146607
9272,0,1,0,0,0,0,4.0,5.0,2.0,1.0,2.0,3.0,1.0,5.0,0.0,10.0,1.0,3.0,0.8956043530822504,-0.11091421545396787,-0.08971388514219104
40467,0,0,1,1,1,0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,7.0,2.0,2.0,-0.117995424667349,2.8293284881766363,0.49497416743945544
31827,1,0,0,1,0,1,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,-0.21092784922428237,-0.11091421545396787,-1.259089990305484
33416,1,0,1,1,1,1,5.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,-0.16827861595708837,-0.14031664249027392,1.4694542550755327
61930,1,0,1,1,1,1,1.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,-0.35313975579474854,-0.11091421545396787,-0.9667459640146607
17675,0,1,0,1,0,1,1.0,1.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,-0.2696828915157468,-0.11091421545396787,0.49497416743945544
1575,1,1,1,1,1,1,2.0,7.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,-0.18467200010518808,0.3595246171269288,0.3000781499122399
30508,1,1,0,1,0,0,4.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,3.0,12.0,2.0,0.0,-0.4245408941304861,-2.1690841079953906,-0.5769539289602298
16290,1,1,0,1,0,0,2.0,5.0,0.0,0.0,3.0,3.0,2.0,1.0,7.0,7.0,2.0,3.0,-0.3838317916429988,-0.11091421545396787,-0.479505920196622
17441,0,1,0,1,0,0,1.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,5.0,7.0,2.0,1.0,-0.25036489238964993,-0.052109361381355794,-0.38205791143301426
50713,1,0,0,1,0,0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,4.0,2.0,2.0,0.0,-0.4676050686627041,0.18311005490909255,-0.869297955251053
56365,1,0,1,0,1,1,3.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,5.0,7.0,2.0,0.0,-0.30044301618161684,-0.11091421545396787,0.49497416743945544
8699,0,0,0,1,0,0,3.0,2.0,2.0,0.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,-0.22693112449966654,-0.11091421545396787,1.9566942988935716
10680,0,1,0,1,1,1,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,7.0,2.0,0.0,2.0,-0.006779951012139073,1.6532314067243947,2.4439343427116103
13196,1,1,1,1,1,1,4.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,-0.013672141445085583,-0.22852392359919205,0.49497416743945544
2361,1,0,1,1,1,1,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,3.0,0.21363556729673572,1.0651828659982738,1.8592462901299638
15091,0,1,0,0,0,0,2.0,2.0,2.0,0.0,3.0,3.0,1.0,1.0,8.0,6.0,3.0,2.0,0.5128803134212078,-0.6989627561800887,-0.08971388514219104
28305,0,0,0,1,1,0,1.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,10.0,0.0,0.0,-0.40459487579246106,-0.11091421545396787,-0.479505920196622
20365,0,0,0,0,0,1,4.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,-0.11125222858825279,0.18311005490909255,0.10518213238502444
2218,0,0,0,1,1,1,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0689828768758293,-0.11091421545396787,0.20263014114863218
37782,1,1,1,1,1,1,5.0,9.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,3.0,0.0,-0.41215994395247346,-0.052109361381355794,-1.4539860078326994
3227,0,1,0,1,1,1,1.0,1.0,2.0,0.0,4.0,3.0,0.0,4.0,8.0,2.0,3.0,3.0,-0.14137952777271556,-0.3461336317444162,0.5924221762030631
18174,1,1,0,0,1,0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,1.0,3.0,8.0,1.0,3.0,-0.2349215475085742,-0.11091421545396787,-0.2846099026694065
35519,0,0,0,0,0,0,2.0,3.0,3.0,0.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,-0.07247364434151406,0.006695492691256291,0.10518213238502444
15832,1,1,0,1,0,0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,8.0,6.0,3.0,3.0,1.2768120147226554,-0.651918872921999,-0.479505920196622
54758,1,0,0,1,0,0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,4.0,5.0,2.0,0.0,0.0,-0.2349215475085742,-0.11091421545396787,-0.2846099026694065
49605,0,1,0,0,0,0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,4.0,2.0,2.0,3.0,-0.14557219684826672,-0.11091421545396787,2.4439343427116103
4874,1,0,0,1,0,1,2.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,6.0,2.0,2.0,-0.45419157159161055,0.18311005490909255,-0.479505920196622
23254,1,1,0,1,0,0,3.0,1.0,2.0,1.0,4.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,-0.33188002379911863,-0.5813530480348645,-0.5769539289602298
13393,0,0,0,0,0,0,5.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,-0.4622220468461769,-1.9926695457775545,-0.479505920196622
49547,0,0,1,1,1,1,2.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,2.0,0.5135628036872317,0.3595246171269288,1.4694542550755327
31754,1,0,1,1,1,1,4.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,-0.4360759408801874,-0.11091421545396787,-0.7718499464874452
21217,0,1,0,0,0,1,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,4.0,1.0,2.0,-0.2518035690537099,-0.11091421545396787,-0.2846099026694065
4673,0,1,0,1,0,0,4.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,0.2331970840764374,0.477134325272153,2.2490383251843946
8286,1,0,1,0,0,1,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,-0.29975571964611375,-0.651918872921999,-0.6744019377238375
30254,0,1,0,1,0,0,2.0,0.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,0.0,2.0,2.0,-0.27379145087541473,0.12430520083648046,0.3000781499122399
12054,0,1,0,1,1,0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,0.0,-0.44468316847223877,0.18311005490909255,-0.08971388514219104
40832,1,1,1,1,0,1,5.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,-0.21462867672314487,-0.11091421545396787,0.9822142112574941
